file_name,source_file,session_id,participant_id,status,notes,curvature_status,timing_status,curvature_method,curvature_coverage_pct,curvature_used_points,curvature_total_points,curvature_excluded_ranges,curvature_reversal_count,curvature_sparse_gap_count,num_resample_points,smoothing_window,trajectory_id,source_type,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version,sample_count,moving_position_count,path_length,direct_distance,path_ratio,max_chord_dev_px,duration_s,mean_speed_px_s,stationary_interval_s,median_sample_interval_ms,max_sample_interval_ms,peak_to_mean_speed,target_center_distance,total_angle_change,mean_curvature,max_curvature,p95_curvature,max_source_step_px,smoothing_span_px,curvature_std
P01.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P01.csv,session_01,P01,review,Excluded windows touching 1 sparse source gaps; Curvature describes retained portions only (61.6% of path length),partial_estimate,ok,local_mask_v1,61.61616161616163,63,94,"[{""start_s_px"": 0.0, ""end_s_px"": 11.703524708556222, ""reason"": ""endpoint""}, {""start_s_px"": 374.51279067379903, ""end_s_px"": 386.2163153823553, ""reason"": ""endpoint""}, {""start_s_px"": 138.29647529144378, ""end_s_px"": 260.5620094228184, ""reason"": ""sparse_source""}]",0,1,100,7,0f950af3,human,,,,,,,73,33,386.2163153823552,364.2320688791694,1.0603578003739118,39.721927957967985,0.7320704579979065,527.5671366914518,0.22776291699119608,5.835667001519996,63.465791994531116,5.744539755855674,365.77178677421256,4.741240433695215,0.008881455562342476,0.04435150782753046,0.03490567273713786,98.85848471426213,23.407049417112443,0.012841978180146178
P02.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P02.csv,session_01,P02,ok,,estimated,ok,local_mask_v1,93.93939393939392,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 8.855152011938042, ""reason"": ""endpoint""}, {""start_s_px"": 283.36486438201734, ""end_s_px"": 292.2200163939554, ""reason"": ""endpoint""}]",0,0,100,7,8da77ac0,human,,,,,,,65,40,292.22001639395535,269.80919183749097,1.0830617533963138,33.37914449343302,0.4806715410013567,607.9411645324152,0.10285774999647393,5.729708500439246,24.405333002505415,2.6683610279097483,278.72925931807015,2.8609479307599024,0.008076678417213276,0.06766147132046726,0.032929757435608026,24.351591323771842,17.710304023876084,0.01274169513968523
P03.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P03.csv,session_01,P03,review,Excluded windows around 2 exact direction reversals; Curvature describes retained portions only (86.9% of path length),partial_estimate,ok,local_mask_v1,86.86868686868685,88,94,"[{""start_s_px"": 0.0, ""end_s_px"": 22.95537420518584, ""reason"": ""endpoint""}, {""start_s_px"": 734.5719745659469, ""end_s_px"": 757.5273487711328, ""reason"": ""endpoint""}, {""start_s_px"": 596.9219841192656, ""end_s_px"": 642.8327325296374, ""reason"": ""direction_reversal""}, {""start_s_px"": 599.9219841192656, ""end_s_px"": 645.8327325296374, ""reason"": ""direction_reversal""}]",2,0,100,7,4ee9dda5,human,,,,,,,109,69,757.5273487711327,730.9240726641858,1.036396771021618,48.91752965485814,0.8299600000027567,912.7275396026514,0.219536043019616,5.750791497121141,23.852917001931928,5.6873522734019,749.1288273721683,16.081205634872944,0.00274105706317572,0.0315785306476542,0.012758252055186794,73.824115301167,45.91074841037168,0.005171423094159865
P04.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P04.csv,session_01,P04,review,Excluded windows touching 1 sparse source gaps; Curvature describes retained portions only (62.6% of path length),partial_estimate,ok,local_mask_v1,62.62626262626263,64,94,"[{""start_s_px"": 0.0, ""end_s_px"": 11.349172007505452, ""reason"": ""endpoint""}, {""start_s_px"": 363.17350424017445, ""end_s_px"": 374.5226762476799, ""reason"": ""endpoint""}, {""start_s_px"": 116.34293653362892, ""end_s_px"": 229.39613653325193, ""reason"": ""sparse_source""}]",0,1,100,7,509cb52e,human,,,,,,,77,26,374.5226762476799,343.4020966738555,1.0906243143977685,43.063219890718464,0.6812529580056434,549.7556698235685,0.2854470419988501,5.738979496527449,26.383666998299304,9.045787517298637,350.43544341290595,9.839057344564443,0.012573100954337856,0.09700978280467604,0.051521162969122444,90.35485598461214,22.698344015010903,0.021006995955768108
P05.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P05.csv,session_01,P05,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 7.863187130057634, ""reason"": ""endpoint""}, {""start_s_px"": 251.62198816184426, ""end_s_px"": 259.4851752919019, ""reason"": ""endpoint""}]",0,0,100,7,0e280848,bot_curved,205840285,1.0,372.1637585413724,456.05369209910054,0.0,bots_v1,110,109,259.4851752919016,243.24884377936928,1.0667478260544538,32.320811387415944,0.9183744999972988,282.5483234700711,0.0009082090036827,6.107415996666532,23.631167001440218,1.1348138763375033,277.34635386101615,35.051888194172804,0.007637432031535799,0.025283104987260344,0.019047816907870437,6.082762530298219,15.726374260115268,0.0061511161936485086
P06.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P06.csv,session_01,P06,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 10.245700190673823, ""reason"": ""endpoint""}, {""start_s_px"": 327.8624061015623, ""end_s_px"": 338.10810629223613, ""reason"": ""endpoint""}]",0,0,100,7,d70b2024,bot_linear,276712198,1.0,,,0.0,bots_v1,117,116,338.1081062922359,336.3108680967655,1.0053439789372294,0.5917144489744603,0.934804249998706,361.6886704277435,0.0009021669975481,5.864624999958298,15.764125004352536,1.0421390869902913,356.0631966379002,18.573615621008404,0.0024113020828379224,0.012973830882781886,0.007734169502161605,5.830951894845301,20.491400381347646,0.0024696190543755142
P07.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P07.csv,session_01,P07,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 11.405420362029359, ""reason"": ""endpoint""}, {""start_s_px"": 364.9734515849395, ""end_s_px"": 376.37887194696884, ""reason"": ""endpoint""}]",0,0,100,7,564cf7ba,bot_curved,4148390194,1.0,700.1521178642042,325.84678616481733,0.0,bots_v1,91,90,376.3788719469688,364.6601157242179,1.0321361062464354,36.90559899393523,0.9430429589992856,399.111056771332,0.0009249169961549,9.501791500952084,31.08799999608891,1.0595312976526814,380.00657889041867,12.375692804459653,0.003687864281344176,0.010932837659592052,0.008187220053604186,12.206555615733702,22.810840724058718,0.0027100793521917087
P08.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P08.csv,session_01,P08,ok,,estimated,ok,local_mask_v1,93.93939393939395,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 14.221118298549815, ""reason"": ""endpoint""}, {""start_s_px"": 455.075785553594, ""end_s_px"": 469.2969038521438, ""reason"": ""endpoint""}]",0,0,100,7,78d5aff1,bot_noisy,3618663565,1.0,,,12.0,bots_v1,97,96,469.2969038521437,462.17961876309516,1.015399391924932,9.929040169017574,0.949465000005148,494.2750958166959,0.0008778330011409,6.351395506499104,35.251250003057095,1.0282162951554712,468.30972656992725,17.10047356526875,0.005412734007125928,0.01832814471579808,0.01552127748320113,17.0,28.44223659709963,0.00464424928679916
P09.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P09.csv,session_01,P09,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 17.439243128662007, ""reason"": ""endpoint""}, {""start_s_px"": 558.0557801171842, ""end_s_px"": 575.4950232458463, ""reason"": ""endpoint""}]",0,0,100,7,a1ba9eb6,bot_linear,3755372071,1.0,,,0.0,bots_v1,100,99,575.4950232458457,574.5015230615146,1.0017293255882713,0.588336125200853,0.9626542500045616,597.8211006112721,0.00089816700347,6.0541659986483864,48.18670800159447,1.0202651243688499,598.6225856079939,9.00357854068286,0.0013650026993505143,0.004859078199607663,0.003516585327885903,28.600699292150182,34.87848625732401,0.0011416393156145751
P10.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P10.csv,session_01,P10,ok,,estimated,ok,local_mask_v1,93.93939393939395,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 15.917276135186894, ""reason"": ""endpoint""}, {""start_s_px"": 509.3528363259806, ""end_s_px"": 525.2701124611675, ""reason"": ""endpoint""}]",0,0,100,7,73444185,bot_curved,2891502352,1.0,426.9189928492374,437.0105625946804,0.0,bots_v1,112,112,525.2701124611672,479.8176737053357,1.0947285630494399,91.58061990643874,0.9635141249964364,545.1607805574307,0.0,6.579000000783708,21.80354199663276,1.1404506296758155,487.201190474736,15.029565996078045,0.0028418847082542316,0.008212540597654227,0.005751585578241551,10.0,31.834552270373788,0.0018259398363323451
P11.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P11.csv,session_01,P11,ok,,estimated,ok,local_mask_v1,93.93939393939395,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 14.483763359027723, ""reason"": ""endpoint""}, {""start_s_px"": 463.48042748888713, ""end_s_px"": 477.96419084791484, ""reason"": ""endpoint""}]",0,0,100,7,50da49a9,bot_noisy,154178492,1.0,,,12.0,bots_v1,124,123,477.9641908479144,467.4109540864441,1.0225780689759327,13.70314483219288,0.9498964579979656,503.17504273601367,0.0009147910022875,5.766791997302789,19.95587499550311,1.0682116007222346,505.45128350811416,18.936718468979016,0.0061560012144812395,0.021345131111080277,0.016762273464014148,10.63014581273465,28.967526718055446,0.004618141005359194
P12.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P12.csv,session_01,P12,ok,,estimated,ok,local_mask_v1,93.93939393939392,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 15.404029292109232, ""reason"": ""endpoint""}, {""start_s_px"": 492.9289373474955, ""end_s_px"": 508.3329666396047, ""reason"": ""endpoint""}]",0,0,100,7,26c06ab4,bot_curved,3317388673,1.0,645.828060759006,320.1683421646876,0.0,bots_v1,87,87,508.33296663960454,474.4733922992943,1.0713624302012532,78.43432446160237,0.959552458996768,529.7604751813957,0.0,10.389375001977875,34.627458000613814,1.1184106858488676,485.3411171536984,9.182100451473463,0.002539236907494285,0.007469587769334171,0.005264683669509698,18.439088914585774,30.808058584218465,0.001872154486498558
P13.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P13.csv,session_01,P13,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 16.641578701966132, ""reason"": ""endpoint""}, {""start_s_px"": 532.5305184629161, ""end_s_px"": 549.1720971648823, ""reason"": ""endpoint""}]",0,0,100,7,e97ae77b,bot_linear,4220637280,1.0,,,0.0,bots_v1,101,101,549.1720971648821,547.1352666388815,1.0037227184029154,0.6049692282374216,0.9608817920016008,571.529299166871,0.0,8.14745799652884,35.10345799440984,1.0206617477278654,565.0106193692292,15.419710281232927,0.0015572931601626878,0.004483590939552229,0.003424204543916712,20.396078054371138,33.283157403932265,0.001088096414835976
