file_name,source_file,session_id,participant_id,status,notes,curvature_status,timing_status,curvature_method,curvature_coverage_pct,curvature_used_points,curvature_total_points,curvature_excluded_ranges,curvature_reversal_count,curvature_sparse_gap_count,num_resample_points,smoothing_window,power_law_beta,power_law_r,dimensionless_jerk,log_dimensionless_jerk,affine_velocity_cv,bezier_residual_px,time_to_peak_ratio,trajectory_id,source_type,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version,sample_count,moving_position_count,path_length,direct_distance,path_ratio,max_chord_dev_px,duration_s,mean_speed_px_s,stationary_interval_s,median_sample_interval_ms,max_sample_interval_ms,peak_to_mean_speed,target_center_distance,total_angle_change,mean_curvature,max_curvature,p95_curvature,max_source_step_px,smoothing_span_px,curvature_std
P01.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P01.csv,session_01,P01,review,Excluded windows touching 3 sparse source gaps; Curvature describes retained portions only (33.3% of path length),partial_estimate,ok,local_mask_v1,33.33333333333334,35,94,"[{""start_s_px"": 0.0, ""end_s_px"": 11.703524708556222, ""reason"": ""endpoint""}, {""start_s_px"": 374.51279067379903, ""end_s_px"": 386.2163153823553, ""reason"": ""endpoint""}, {""start_s_px"": 29.296475291443777, ""end_s_px"": 105.70352470855622, ""reason"": ""sparse_source""}, {""start_s_px"": 82.29647529144378, ""end_s_px"": 142.70352470855622, ""reason"": ""sparse_source""}, {""start_s_px"": 138.29647529144378, ""end_s_px"": 260.5620094228184, ""reason"": ""sparse_source""}]",0,3,100,7,0.18285771382486263,-0.5074734858287746,39961915644825.77,13.60164629872402,0.3389348696917557,8.75116587488229,0.475,0f950af3,human,,,,,,,73,33,386.2163153823552,364.2320688791694,1.0603578003739118,39.721927957967985,0.7320704579979065,527.5671366914518,0.22776291699119608,5.835667001519996,63.465791994531116,5.744539755855674,365.77178677421256,4.741240433695215,0.015986620012216457,0.04435150782753046,0.03982187039061062,98.85848471426213,23.407049417112443,0.013537428199565328
P02.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P02.csv,session_01,P02,review,Excluded windows touching 2 sparse source gaps; Curvature describes retained portions only (69.7% of path length),partial_estimate,ok,local_mask_v1,69.69696969696969,71,94,"[{""start_s_px"": 0.0, ""end_s_px"": 8.855152011938042, ""reason"": ""endpoint""}, {""start_s_px"": 283.36486438201734, ""end_s_px"": 292.2200163939554, ""reason"": ""endpoint""}, {""start_s_px"": 156.23394404176173, ""end_s_px"": 198.29583938940962, ""reason"": ""sparse_source""}, {""start_s_px"": 180.58553536553356, ""end_s_px"": 222.46193133659878, ""reason"": ""sparse_source""}]",0,2,100,7,0.2957940363468463,-0.17726714449995862,1844232370813.9558,12.265815640689553,2.9495765477853326,6.989498695285304,0.525,8da77ac0,human,,,,,,,65,40,292.22001639395535,269.80919183749097,1.0830617533963138,33.37914449343302,0.4806715410013567,607.9411645324152,0.10285774999647393,5.729708500439246,24.405333002505415,2.6683610279097483,278.72925931807015,2.8609479307599024,0.009493539514404804,0.06766147132046726,0.04468898204857555,24.351591323771842,17.710304023876084,0.014270969416210704
P03.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P03.csv,session_01,P03,review,Excluded windows touching 5 sparse source gaps; Excluded windows around 2 exact direction reversals; Curvature describes retained portions only (41.4% of path length),partial_estimate,ok,local_mask_v1,41.414141414141405,44,94,"[{""start_s_px"": 0.0, ""end_s_px"": 22.95537420518584, ""reason"": ""endpoint""}, {""start_s_px"": 734.5719745659469, ""end_s_px"": 757.5273487711328, ""reason"": ""endpoint""}, {""start_s_px"": 77.97191775541697, ""end_s_px"": 197.70678146695568, ""reason"": ""sparse_source""}, {""start_s_px"": 151.79603305658398, ""end_s_px"": 266.5834828978459, ""reason"": ""sparse_source""}, {""start_s_px"": 220.67273448747423, ""end_s_px"": 314.4687624730974, ""reason"": ""sparse_source""}, {""start_s_px"": 268.55801406272576, ""end_s_px"": 364.7181405787018, ""reason"": ""sparse_source""}, {""start_s_px"": 318.8073921683302, ""end_s_px"": 413.80989141323613, ""reason"": ""sparse_source""}, {""start_s_px"": 596.9219841192656, ""end_s_px"": 642.8327325296374, ""reason"": ""direction_reversal""}, {""start_s_px"": 599.9219841192656, ""end_s_px"": 645.8327325296374, ""reason"": ""direction_reversal""}]",2,5,100,7,0.8804147956478101,-0.6734130060537037,2053457998662507.5,15.312485824240728,3.1055991423841025,6.0353994877881645,0.425,4ee9dda5,human,,,,,,,109,69,757.5273487711327,730.9240726641858,1.036396771021618,48.91752965485814,0.8299600000027567,912.7275396026514,0.219536043019616,5.750791497121141,23.852917001931928,5.6873522734019,749.1288273721683,16.081205634872944,0.004850451071624737,0.0315785306476542,0.017236179568314254,73.824115301167,45.91074841037168,0.006655575165314573
P04.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P04.csv,session_01,P04,review,Excluded windows touching 6 sparse source gaps; Curvature describes retained portions only (26.3% of path length),partial_estimate,ok,local_mask_v1,26.262626262626256,27,94,"[{""start_s_px"": 0.0, ""end_s_px"": 11.349172007505452, ""reason"": ""endpoint""}, {""start_s_px"": 363.17350424017445, ""end_s_px"": 374.5226762476799, ""reason"": ""endpoint""}, {""start_s_px"": 0.0, ""end_s_px"": 34.95001944991735, ""reason"": ""sparse_source""}, {""start_s_px"": 12.251675434906442, ""end_s_px"": 59.157456323737755, ""reason"": ""sparse_source""}, {""start_s_px"": 36.45911230872685, ""end_s_px"": 83.57056755520514, ""reason"": ""sparse_source""}, {""start_s_px"": 60.87222354019425, ""end_s_px"": 139.0412805486398, ""reason"": ""sparse_source""}, {""start_s_px"": 116.34293653362892, ""end_s_px"": 229.39613653325193, ""reason"": ""sparse_source""}, {""start_s_px"": 206.69779251824104, ""end_s_px"": 263.5721515145221, ""reason"": ""sparse_source""}]",0,6,100,7,0.28007121411450736,-0.5661312688795416,1544406793601.9673,12.188761703349162,0.39899476675997064,8.453538836004206,0.525,509cb52e,human,,,,,,,77,26,374.5226762476799,343.4020966738555,1.0906243143977685,43.063219890718464,0.6812529580056434,549.7556698235685,0.2854470419988501,5.738979496527449,26.383666998299304,9.045787517298637,350.43544341290595,9.839057344564443,0.027952444900807033,0.09700978280467604,0.0763196112104637,90.35485598461214,22.698344015010903,0.025165604779572654
P05.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P05.csv,session_01,P05,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 7.863187130057634, ""reason"": ""endpoint""}, {""start_s_px"": 251.62198816184426, ""end_s_px"": 259.4851752919019, ""reason"": ""endpoint""}]",0,0,100,7,0.0006138316871628626,-0.008939981750592822,12041727915.818584,10.080688810049873,0.2814251500257373,1.3740810750657937,0.075,0e280848,bot_curved,205840285,1.0,372.1637585413724,456.05369209910054,0.0,bots_v1,110,109,259.4851752919016,243.24884377936928,1.0667478260544538,32.320811387415944,0.9183744999972988,282.5483234700711,0.0009082090036827,6.107415996666532,23.631167001440218,1.1348138763375033,277.34635386101615,35.051888194172804,0.007637432031535799,0.025283104987260344,0.019047816907870437,6.082762530298219,15.726374260115268,0.0061511161936485086
P06.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P06.csv,session_01,P06,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 10.245700190673823, ""reason"": ""endpoint""}, {""start_s_px"": 327.8624061015623, ""end_s_px"": 338.10810629223613, ""reason"": ""endpoint""}]",0,0,100,7,0.0,0.0,2996716771.3813343,9.476645698421525,0.0,0.24325695302308092,0.375,d70b2024,bot_linear,276712198,1.0,,,0.0,bots_v1,117,116,338.1081062922359,336.3108680967655,1.0053439789372294,0.5917144489744603,0.934804249998706,361.6886704277435,0.0009021669975481,5.864624999958298,15.764125004352536,1.0421390869902913,356.0631966379002,18.573615621008404,0.0024113020828379224,0.012973830882781886,0.007734169502161605,5.830951894845301,20.491400381347646,0.0024696190543755142
P07.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P07.csv,session_01,P07,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 11.405420362029359, ""reason"": ""endpoint""}, {""start_s_px"": 364.9734515849395, ""end_s_px"": 376.37887194696884, ""reason"": ""endpoint""}]",0,0,100,7,-0.0032074907724523485,0.0671796574009355,5732358243.205997,9.758333323767504,0.2773375016721749,1.0766499362048014,0.075,564cf7ba,bot_curved,4148390194,1.0,700.1521178642042,325.84678616481733,0.0,bots_v1,91,90,376.3788719469688,364.6601157242179,1.0321361062464354,36.90559899393523,0.9430429589992856,399.111056771332,0.0009249169961549,9.501791500952084,31.08799999608891,1.0595312976526814,380.00657889041867,12.375692804459653,0.003687864281344176,0.010932837659592052,0.008187220053604186,12.206555615733702,22.810840724058718,0.0027100793521917087
P08.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P08.csv,session_01,P08,ok,,estimated,ok,local_mask_v1,93.93939393939395,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 14.221118298549815, ""reason"": ""endpoint""}, {""start_s_px"": 455.075785553594, ""end_s_px"": 469.2969038521438, ""reason"": ""endpoint""}]",0,0,100,7,0.0011161205125807688,-0.03965118393745957,6804712022.925592,9.832809750479733,0.3384054839535662,2.1925728030818035,0.225,78d5aff1,bot_noisy,3618663565,1.0,,,12.0,bots_v1,97,96,469.2969038521437,462.17961876309516,1.015399391924932,9.929040169017574,0.949465000005148,494.2750958166959,0.0008778330011409,6.351395506499104,35.251250003057095,1.0282162951554712,468.30972656992725,17.10047356526875,0.005412734007125928,0.01832814471579808,0.01552127748320113,17.0,28.44223659709963,0.00464424928679916
P09.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P09.csv,session_01,P09,ok,,estimated,ok,local_mask_v1,93.93939393939394,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 17.439243128662007, ""reason"": ""endpoint""}, {""start_s_px"": 558.0557801171842, ""end_s_px"": 575.4950232458463, ""reason"": ""endpoint""}]",0,0,100,7,0.0,0.0,4912700543.27859,9.691320292250982,0.0,0.22148537177043176,0.425,a1ba9eb6,bot_linear,3755372071,1.0,,,0.0,bots_v1,100,99,575.4950232458457,574.5015230615146,1.0017293255882713,0.588336125200853,0.9626542500045616,597.8211006112721,0.00089816700347,6.0541659986483864,48.18670800159447,1.0202651243688499,598.6225856079939,9.00357854068286,0.0013650026993505143,0.004859078199607663,0.003516585327885903,28.600699292150182,34.87848625732401,0.0011416393156145751
P10.csv,/Users/lizaafonin/Documents/cs/גאומטריה יישומית/project/data/session_01/P10.csv,session_01,P10,ok,,estimated,ok,local_mask_v1,93.93939393939395,94,94,"[{""start_s_px"": 0.0, ""end_s_px"": 15.917276135186894, ""reason"": ""endpoint""}, {""start_s_px"": 509.3528363259806, ""end_s_px"": 525.2701124611675, ""reason"": ""endpoint""}]",0,0,100,7,0.024402195981323864,-0.3511467849631455,653662653.3811152,8.815353672523155,0.27165993513736786,5.14416083069178,0.025,73444185,bot_curved,2891502352,1.0,426.9189928492374,437.0105625946804,0.0,bots_v1,112,112,525.2701124611672,479.8176737053357,1.0947285630494399,91.58061990643874,0.9635141249964364,545.1607805574307,0.0,6.579000000783708,21.80354199663276,1.1404506296758155,487.201190474736,15.029565996078045,0.0028418847082542316,0.008212540597654227,0.005751585578241551,10.0,31.834552270373788,0.0018259398363323451
